"동별(1)",동별(2),동별(3),2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017
"동별(1)",동별(2),동별(3),금융기관,금융기관,금융기관,금융기관,금융기관,금융기관,금융기관,금융기관,금융기관,금융기관,금융기관,금융기관,금융기관,금융기관,금융기관
"동별(1)",동별(2),동별(3),소계,한국은행,시중은행,시중은행,시중은행,시중은행,시중은행,시중은행,지방은행,특수은행,특수은행,특수은행,특수은행,기타,기타
"동별(1)",동별(2),동별(3),소계,소계,우리은행,SC제일은행,KB국민은행,신한은행,한국씨티은행,KEB하나은행,소계,IBK기업은행,NH농협은행,수협은행,KDB산업은행,한국수출입은행,외국은행
"합계",소계,소계,2156,2,402,104,377,351,23,351,46,206,172,60,23,2,37
"합계",종로구,소계,126,-,22,5,21,20,1,20,-,8,15,1,2,-,11
"합계",종로구,청운효자동,4,-,1,-,1,1,-,-,-,-,1,-,-,-,-
"합계",종로구,사직동,20,-,2,-,2,3,1,4,-,1,5,-,1,-,1
"합계",종로구,삼청동,5,-,2,-,-,1,-,1,-,-,1,-,-,-,-
"합계",종로구,부암동,2,-,1,-,1,-,-,-,-,-,-,-,-,-,-
"합계",종로구,평창동,4,-,1,-,1,1,-,1,-,-,-,-,-,-,-
"합계",종로구,무악동,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-
"합계",종로구,교남동,2,-,-,-,2,-,-,-,-,-,-,-,-,-,-
"합계",종로구,가회동,3,-,-,-,-,2,-,1,-,-,-,-,-,-,-
"합계",종로구,종로1.2.3.4가동,53,-,8,4,10,5,-,7,-,3,5,-,1,-,10
"합계",종로구,종로5.6가동,10,-,2,-,1,2,-,3,-,1,-,1,-,-,-
"합계",종로구,이화동,6,-,-,-,1,2,-,-,-,1,2,-,-,-,-
"합계",종로구,혜화동,5,-,2,-,1,1,-,1,-,-,-,-,-,-,-
"합계",종로구,창신1동,5,-,1,1,1,1,-,-,-,1,-,-,-,-,-
"합계",종로구,창신2동,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-
"합계",종로구,숭인1동,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-
"합계",종로구,숭인2동,4,-,1,-,-,1,-,1,-,-,1,-,-,-,-
"합계",중구,소계,191,1,33,6,22,32,5,24,6,16,14,6,2,-,24
"합계",중구,소공동,35,1,4,2,2,8,-,4,1,2,3,-,1,-,7
"합계",중구,회현동,21,-,3,1,3,2,-,4,-,2,3,-,-,-,3
"합계",중구,명동,70,-,8,2,7,11,5,7,5,5,3,3,-,-,14
"합계",중구,필동,8,-,2,-,1,3,-,1,-,-,1,-,-,-,-
"합계",중구,장충동,5,-,2,-,-,2,-,1,-,-,-,-,-,-,-
"합계",중구,광희동,16,-,5,-,2,1,-,3,-,3,1,1,-,-,-
"합계",중구,을지로동,11,-,3,1,2,2,-,1,-,1,1,-,-,-,-
