"합계",중구,신당3동,4,-,2,-,-,-,1,-,-,-,1,-,-,-,-,-
"합계",중구,신당4동,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
"합계",중구,신당5동,4,-,1,-,-,-,1,-,1,-,-,1,-,-,-,-
"합계",중구,신당6동,2,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-
"합계",중구,황학동,3,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-
"합계",중구,중림동,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",용산구,소계,91,-,16,7,14,6,14,3,13,-,8,10,-,-,-,-
"합계",용산구,후암동,3,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-
"합계",용산구,용산2가동,2,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-
"합계",용산구,남영동,7,-,1,-,1,1,-,1,1,-,1,1,-,-,-,-
"합계",용산구,청파1동,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",용산구,청파2동,2,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-
"합계",용산구,원효로1동,3,-,1,-,-,-,1,-,-,-,-,1,-,-,-,-
"합계",용산구,원효로2동,5,-,1,1,1,-,1,-,-,-,1,-,-,-,-,-
"합계",용산구,한강로1동,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",용산구,한강로2동,13,-,2,1,2,-,3,-,2,-,1,2,-,-,-,-
"합계",용산구,한강로3동,14,-,3,1,2,1,3,1,2,-,-,1,-,-,-,-
"합계",용산구,이촌1동,13,-,1,1,3,1,2,1,3,-,-,1,-,-,-,-
"합계",용산구,이촌2동,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
"합계",용산구,이태원1동,6,-,-,1,1,2,1,-,-,-,1,-,-,-,-,-
"합계",용산구,이태원2동,2,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-
"합계",용산구,한남1동,7,-,1,-,-,1,2,-,2,-,-,1,-,-,-,-
"합계",용산구,한남2동,5,-,1,-,2,-,-,-,1,-,1,-,-,-,-,-
"합계",용산구,서빙고동,3,-,1,-,-,-,-,-,1,-,-,1,-,-,-,-
"합계",용산구,보광동,2,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-
"합계",성동구,소계,64,-,9,8,11,3,10,4,7,-,7,5,-,-,-,-
"합계",성동구,왕십리1동,3,-,1,-,1,-,-,-,-,-,1,-,-,-,-,-
"합계",성동구,도선동,4,-,-,1,-,1,1,-,1,-,-,-,-,-,-,-
"합계",성동구,마장동,6,-,1,2,2,-,-,-,-,-,1,-,-,-,-,-
"합계",성동구,사근동,2,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-
"합계",성동구,행당1동,7,-,2,-,-,-,-,1,3,-,-,1,-,-,-,-
"합계",성동구,행당2동,3,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-
"합계",성동구,응봉동,2,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-
"합계",성동구,금호1가동,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
"합계",성동구,금호2가동,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
"합계",성동구,금호3가동,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
"합계",성동구,금호4가동,5,-,1,2,1,-,-,-,-,-,-,1,-,-,-,-
"합계",성동구,옥수2동,3,-,-,-,1,-,-,1,1,-,-,-,-,-,-,-
"합계",성동구,성수1가1동,4,-,1,1,1,-,-,-,1,-,-,-,-,-,-,-
"합계",성동구,성수1가2동,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
"합계",성동구,성수2가1동,3,-,-,-,1,-,-,1,-,-,-,1,-,-,-,-
"합계",성동구,성수2가3동,15,-,1,2,2,1,4,-,1,-,3,1,-,-,-,-
"합계",성동구,용답동,3,-,1,-,1,-,-,-,-,-,1,-,-,-,-,-
"합계",광진구,소계,69,-,12,6,16,5,12,2,8,-,5,2,1,-,-,-
"합계",광진구,화양동,9,-,-,-,2,1,2,-,1,-,1,1,1,-,-,-
"합계",광진구,군자동,4,-,2,-,1,1,-,-,-,-,-,-,-,-,-,-
"합계",광진구,중곡1동,4,-,1,1,1,-,-,-,-,-,1,-,-,-,-,-
"합계",광진구,중곡2동,4,-,-,-,1,-,1,-,1,-,1,-,-,-,-,-
"합계",광진구,중곡3동,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
"합계",광진구,중곡4동,3,-,1,1,-,-,-,-,1,-,-,-,-,-,-,-
"합계",광진구,능동,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
"합계",광진구,광장동,11,-,2,-,2,1,2,1,2,-,1,-,-,-,-,-
"합계",광진구,자양1동,3,-,2,-,-,-,1,-,-,-,-,-,-,-,-,-
"합계",광진구,자양2동,3,-,-,1,1,-,1,-,-,-,-,-,-,-,-,-
"합계",광진구,자양3동,9,-,2,1,3,-,2,-,1,-,-,-,-,-,-,-
"합계",광진구,구의1동,6,-,-,1,-,-,1,1,1,-,1,1,-,-,-,-
"합계",광진구,구의2동,3,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-
"합계",광진구,구의3동,8,-,1,1,3,-,2,-,1,-,-,-,-,-,-,-
"합계",동대문구,소계,76,-,15,8,15,4,10,1,9,-,6,6,2,-,-,-
"합계",동대문구,신설동,6,-,-,2,1,-,-,1,1,-,1,-,-,-,-,-
"합계",동대문구,용두1동,2,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-
"합계",동대문구,용두2동,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
"합계",동대문구,제기1동,6,-,1,1,1,-,1,-,-,-,-,1,1,-,-,-
"합계",동대문구,제기2동,5,-,-,1,1,1,1,-,-,-,1,-,-,-,-,-
"합계",동대문구,전농1동,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
"합계",동대문구,전농2동,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
"합계",동대문구,전농3동,3,-,1,-,-,-,1,-,-,-,-,1,-,-,-,-
"합계",동대문구,전농4동,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",동대문구,답십리1동,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
"합계",동대문구,답십리2동,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
"합계",동대문구,답십리3동,2,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-
"합계",동대문구,답십리4동,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
"합계",동대문구,답십리5동,5,-,1,1,-,-,1,-,1,-,-,1,-,-,-,-
"합계",동대문구,장안1동,8,-,2,-,3,-,-,-,1,-,1,-,1,-,-,-
"합계",동대문구,장안2동,3,-,-,-,1,-,2,-,-,-,-,-,-,-,-,-
"합계",동대문구,장안3동,6,-,1,1,-,-,2,-,1,-,-,1,-,-,-,-
"합계",동대문구,장안4동,2,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-
"합계",동대문구,청량리1동,7,-,1,-,2,1,-,-,1,-,1,1,-,-,-,-
"합계",동대문구,회기동,5,-,2,-,-,-,-,-,3,-,-,-,-,-,-,-
"합계",동대문구,휘경1동,3,-,1,-,1,-,-,-,-,-,1,-,-,-,-,-
"합계",동대문구,휘경2동,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
"합계",동대문구,이문1동,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
"합계",동대문구,이문2동,4,-,2,1,1,-,-,-,-,-,-,-,-,-,-,-
"합계",중랑구,소계,40,-,7,6,8,2,6,1,4,-,2,2,2,-,-,-
"합계",중랑구,면목2동,2,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-
"합계",중랑구,면목4동,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
"합계",중랑구,면목본동,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",중랑구,면목7동,2,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-
"합계",중랑구,면목3.8동,4,-,1,1,1,-,1,-,-,-,-,-,-,-,-,-
"합계",중랑구,상봉1동,4,-,-,1,-,-,-,-,1,-,1,1,-,-,-,-
"합계",중랑구,상봉2동,2,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-
"합계",중랑구,중화1동,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
"합계",중랑구,중화2동,5,-,1,1,1,-,1,1,-,-,-,-,-,-,-,-
"합계",중랑구,묵1동,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
"합계",중랑구,묵2동,5,-,1,-,1,-,1,-,-,-,-,1,1,-,-,-
"합계",중랑구,망우3동,3,-,1,-,-,1,-,-,1,-,-,-,-,-,-,-
"합계",중랑구,신내1동,3,-,-,1,1,-,-,-,-,-,1,-,-,-,-,-
"합계",중랑구,신내2동,6,-,1,1,2,-,1,-,1,-,-,-,-,-,-,-
"합계",성북구,소계,73,-,14,6,15,4,10,1,13,-,5,5,-,-,-,-
"합계",성북구,성북동,3,-,-,-,-,-,1,-,1,-,-,1,-,-,-,-
"합계",성북구,삼선동,10,-,4,1,1,1,1,-,1,-,1,-,-,-,-,-
"합계",성북구,동선동,3,-,-,-,1,-,-,-,1,-,1,-,-,-,-,-
"합계",성북구,돈암1동,6,-,1,-,1,-,2,-,1,-,-,1,-,-,-,-
"합계",성북구,안암동,5,-,-,-,1,-,-,-,3,-,1,-,-,-,-,-
"합계",성북구,보문동,5,-,1,-,1,-,1,-,-,-,-,2,-,-,-,-
"합계",성북구,정릉1동,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
"합계",성북구,정릉2동,3,-,1,-,-,-,1,-,1,-,-,-,-,-,-,-
"합계",성북구,정릉4동,3,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-
"합계",성북구,길음1동,6,-,-,-,1,1,2,1,1,-,-,-,-,-,-,-
"합계",성북구,길음3동,5,-,2,-,1,-,1,-,1,-,-,-,-,-,-,-
"합계",성북구,종암동,4,-,-,-,2,-,-,-,1,-,1,-,-,-,-,-
"합계",성북구,월곡1동,3,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-
"합계",성북구,월곡2동,5,-,1,-,1,-,1,-,1,-,-,1,-,-,-,-
"합계",성북구,장위1동,4,-,1,1,1,-,-,-,1,-,-,-,-,-,-,-
"합계",성북구,장위2동,2,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-
"합계",성북구,석관동,5,-,2,1,1,1,-,-,-,-,-,-,-,-,-,-
"합계",강북구,소계,42,-,6,2,8,2,5,1,7,-,6,3,2,-,-,-
"합계",강북구,미아1동,3,-,-,1,1,-,-,-,-,-,1,-,-,-,-,-
"합계",강북구,미아3동,2,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-
"합계",강북구,미아4동,4,-,1,-,1,1,-,-,1,-,-,-,-,-,-,-
"합계",강북구,미아5동,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
"합계",강북구,미아6.7동,4,-,1,-,1,-,1,-,1,-,-,-,-,-,-,-
"합계",강북구,미아8동,3,-,-,-,-,-,1,-,-,-,1,1,-,-,-,-
"합계",강북구,번1동,5,-,-,-,1,-,2,-,2,-,-,-,-,-,-,-
"합계",강북구,번3동,2,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-
"합계",강북구,수유1동,5,-,-,1,2,-,-,-,1,-,-,1,-,-,-,-
"합계",강북구,수유2동,4,-,1,-,-,-,-,1,1,-,1,-,-,-,-,-
"합계",강북구,수유3동,9,-,2,-,2,1,1,-,-,-,1,1,1,-,-,-
"합계",도봉구,소계,38,-,6,3,8,2,7,1,5,-,2,3,1,-,-,-
"합계",도봉구,창1동,6,-,1,-,1,-,1,-,1,-,1,1,-,-,-,-
"합계",도봉구,창2동,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
"합계",도봉구,창4동,3,-,-,-,1,-,1,-,-,-,-,1,-,-,-,-
"합계",도봉구,창5동,7,-,2,1,1,1,1,-,1,-,-,-,-,-,-,-
"합계",도봉구,도봉1동,2,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-
"합계",도봉구,도봉2동,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
"합계",도봉구,쌍문1동,3,-,-,-,1,-,-,-,2,-,-,-,-,-,-,-
"합계",도봉구,쌍문3동,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
"합계",도봉구,쌍문4동,2,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-
"합계",도봉구,방학1동,8,-,2,-,1,-,2,1,-,-,1,1,-,-,-,-
"합계",도봉구,방학3동,4,-,1,1,1,-,-,-,1,-,-,-,-,-,-,-
"합계",노원구,소계,75,-,15,3,15,1,12,3,9,-,7,8,1,1,-,-
"합계",노원구,월계1동,3,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-
"합계",노원구,월계3동,3,-,-,-,1,-,1,-,1,-,-,-,-,-,-,-
"합계",노원구,월계4동,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",노원구,공릉2동,9,-,1,-,2,-,2,-,-,-,1,2,1,-,-,-
"합계",노원구,공릉1.3동,2,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-
"합계",노원구,하계1동,7,-,2,-,1,-,-,-,1,-,1,2,-,-,-,-
"합계",노원구,하계2동,4,-,1,-,-,-,2,-,1,-,-,-,-,-,-,-
"합계",노원구,중계본동,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
"합계",노원구,중계1동,3,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-
"합계",노원구,중계2동,6,-,2,-,1,-,1,1,1,-,-,-,-,-,-,-
"합계",노원구,중계3동,3,-,1,-,2,-,-,-,-,-,-,-,-,-,-,-
"합계",노원구,중계4동,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
"합계",노원구,상계1동,2,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-
"합계",노원구,상계2동,2,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-
"합계",노원구,상계3.4동,3,-,-,-,1,-,1,-,1,-,-,-,-,-,-,-
"합계",노원구,상계5동,2,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-
"합계",노원구,상계6.7동,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
"합계",노원구,상계8동,2,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-
"합계",노원구,상계9동,12,-,3,2,2,-,1,-,2,-,-,1,-,1,-,-
"합계",노원구,상계10동,8,-,2,-,-,1,1,1,1,-,-,2,-,-,-,-
"합계",은평구,소계,49,-,5,3,11,2,8,1,7,-,5,4,3,-,-,-
"합계",은평구,녹번동,3,-,1,-,-,-,-,-,-,-,1,-,1,-,-,-
"합계",은평구,불광1동,4,-,-,-,1,-,1,1,-,-,-,1,-,-,-,-
"합계",은평구,불광2동,2,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-
"합계",은평구,불광3동,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
"합계",은평구,갈현1동,6,-,-,1,2,1,1,-,-,-,-,1,-,-,-,-
"합계",은평구,갈현2동,2,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-
"합계",은평구,대조동,6,-,1,1,1,-,1,-,1,-,1,-,-,-,-,-
"합계",은평구,응암1동,7,-,1,1,1,-,2,-,-,-,1,1,-,-,-,-
"합계",은평구,응암2동,3,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-
"합계",은평구,응암4동,3,-,-,-,1,-,-,-,1,-,-,-,1,-,-,-
"합계",은평구,역촌1동,3,-,1,-,-,-,-,-,2,-,-,-,-,-,-,-
"합계",은평구,역촌2동,3,-,-,-,2,-,1,-,-,-,-,-,-,-,-,-
"합계",은평구,신사1동,2,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-
"합계",은평구,증산동,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
"합계",은평구,수색동,3,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-
"합계",서대문구,소계,66,-,15,5,12,3,9,2,9,-,7,4,-,-,-,-
"합계",서대문구,충정로동,9,-,2,1,2,-,2,-,1,-,-,1,-,-,-,-
"합계",서대문구,천연동,2,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-
"합계",서대문구,북아현1동,2,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-
"합계",서대문구,북아현2동,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
"합계",서대문구,북아현3동,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
"합계",서대문구,대신동,7,-,2,-,1,-,1,-,2,-,-,1,-,-,-,-
"합계",서대문구,창천동,5,-,-,-,2,-,2,-,-,-,1,-,-,-,-,-
"합계",서대문구,연희1동,9,-,1,1,2,1,1,1,1,-,1,-,-,-,-,-
"합계",서대문구,연희2동,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
"합계",서대문구,연희3동,2,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-
"합계",서대문구,홍제1동,2,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-
"합계",서대문구,홍제3동,4,-,1,1,1,-,-,-,1,-,-,-,-,-,-,-
"합계",서대문구,홍제2동,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",서대문구,홍제4동,3,-,1,-,-,-,1,-,-,-,1,-,-,-,-,-
"합계",서대문구,홍은2동,2,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-
"합계",서대문구,홍은3동,3,-,-,-,-,-,-,-,1,-,2,-,-,-,-,-
"합계",서대문구,남가좌1동,6,-,1,1,1,1,1,-,-,-,-,1,-,-,-,-
"합계",서대문구,남가좌2동,2,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-
"합계",서대문구,북가좌1동,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
"합계",서대문구,북가좌2동,3,-,1,-,-,-,-,-,1,-,1,-,-,-,-,-
"합계",마포구,소계,101,-,14,6,18,8,17,4,15,-,7,7,4,1,-,-
"합계",마포구,아현1동,3,-,1,-,-,-,1,-,-,-,-,1,-,-,-,-
"합계",마포구,아현2동,2,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-
"합계",마포구,공덕1동,3,-,-,-,-,-,1,-,2,-,-,-,-,-,-,-
"합계",마포구,공덕2동,10,-,2,-,2,1,1,-,1,-,1,1,1,-,-,-
"합계",마포구,도화동,16,-,2,2,3,1,2,1,2,-,2,1,-,-,-,-
"합계",마포구,용강동,4,-,-,-,-,1,1,-,1,-,-,-,1,-,-,-
"합계",마포구,대흥동,8,-,2,1,-,1,3,-,1,-,-,-,-,-,-,-
"합계",마포구,염리동,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
"합계",마포구,신수동,2,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-
"합계",마포구,서강동,3,-,-,-,1,-,-,-,1,-,1,-,-,-,-,-
"합계",마포구,서교동,15,-,2,1,4,-,4,-,2,-,-,1,-,1,-,-
"합계",마포구,동교동,9,-,1,1,-,-,-,2,2,-,1,1,1,-,-,-
"합계",마포구,합정동,3,-,1,1,-,-,-,-,-,-,-,1,-,-,-,-
"합계",마포구,망원1동,2,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-
"합계",마포구,망원2동,3,-,-,-,1,-,-,-,1,-,1,-,-,-,-,-
"합계",마포구,연남동,2,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-
"합계",마포구,성산1동,4,-,1,-,2,1,-,-,-,-,-,-,-,-,-,-
"합계",마포구,성산2동,3,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-
"합계",마포구,상암동,8,-,1,-,1,1,2,1,1,-,-,1,-,-,-,-
"합계",양천구,소계,84,-,11,9,17,5,14,3,13,-,5,6,1,-,-,-
"합계",양천구,목1동,12,-,1,-,2,1,3,1,2,-,1,1,-,-,-,-
"합계",양천구,목2동,3,-,-,-,1,1,-,-,1,-,-,-,-,-,-,-
"합계",양천구,목3동,4,-,-,1,1,-,1,-,-,-,1,-,-,-,-,-
"합계",양천구,목4동,4,-,-,1,1,-,-,-,-,-,-,2,-,-,-,-
"합계",양천구,목5동,10,-,1,1,2,1,1,1,2,-,1,-,-,-,-,-
"합계",양천구,목6동,4,-,-,1,1,1,1,-,-,-,-,-,-,-,-,-
"합계",양천구,신월1동,4,-,1,-,1,-,-,-,1,-,-,1,-,-,-,-
"합계",양천구,신월2동,2,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-
"합계",양천구,신월3동,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",양천구,신월4동,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
"합계",양천구,신월5동,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
"합계",양천구,신월6동,2,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-
"합계",양천구,신월7동,2,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-
"합계",양천구,신정1동,16,-,1,2,4,1,4,1,3,-,-,-,-,-,-,-
"합계",양천구,신정2동,2,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-
"합계",양천구,신정3동,4,-,1,-,1,-,2,-,-,-,-,-,-,-,-,-
"합계",양천구,신정4동,4,-,1,1,1,-,-,-,-,-,1,-,-,-,-,-
"합계",양천구,신정5동,4,-,1,-,-,-,-,-,1,-,-,1,1,-,-,-
"합계",양천구,신정6동,2,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-
"합계",양천구,신정7동,2,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-
"합계",강서구,소계,76,-,15,3,13,4,18,2,7,-,6,5,3,-,-,-
"합계",강서구,염창동,5,-,1,-,1,-,1,-,1,-,1,-,-,-,-,-
"합계",강서구,등촌1동,9,-,1,-,-,-,2,1,1,-,2,2,-,-,-,-
"합계",강서구,등촌2동,2,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-
"합계",강서구,화곡2동,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
"합계",강서구,화곡3동,4,-,1,-,1,-,1,-,1,-,-,-,-,-,-,-
"합계",강서구,화곡4동,3,-,-,-,-,1,-,-,-,-,1,1,-,-,-,-
"합계",강서구,화곡본동,2,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-
"합계",강서구,화곡5동,2,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-
"합계",강서구,화곡6동,5,-,2,-,1,-,1,-,1,-,-,-,-,-,-,-
"합계",강서구,화곡7동,2,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-
"합계",강서구,화곡8동,4,-,1,1,2,-,-,-,-,-,-,-,-,-,-,-
"합계",강서구,가양1동,2,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-
"합계",강서구,가양2동,2,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-
"합계",강서구,발산1동,5,-,2,-,1,-,1,-,-,-,1,-,-,-,-,-
"합계",강서구,발산2동,8,-,1,-,2,1,2,1,-,-,-,1,-,-,-,-
"합계",강서구,공항동,10,-,2,1,-,1,4,-,-,-,-,1,1,-,-,-
"합계",강서구,방화1동,4,-,-,-,2,-,1,-,1,-,-,-,-,-,-,-
"합계",강서구,방화2동,4,-,-,-,-,-,2,-,-,-,1,-,1,-,-,-
"합계",강서구,방화3동,2,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-
"합계",구로구,소계,76,-,14,5,14,5,14,2,7,-,12,3,-,-,-,-
"합계",구로구,신도림동,4,-,2,-,1,-,1,-,-,-,-,-,-,-,-,-
"합계",구로구,구로1동,2,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-
"합계",구로구,구로2동,2,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-
"합계",구로구,구로3동,21,-,3,1,4,1,4,2,1,-,4,1,-,-,-,-
"합계",구로구,구로4동,3,-,1,-,-,-,-,-,-,-,1,1,-,-,-,-
"합계",구로구,구로5동,6,-,1,-,2,1,-,-,1,-,-,1,-,-,-,-
"합계",구로구,구로6동,2,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-
"합계",구로구,구로본동,12,-,3,1,2,-,4,-,1,-,1,-,-,-,-,-
"합계",구로구,가리봉1동,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
"합계",구로구,고척1동,3,-,-,-,1,-,-,-,1,-,1,-,-,-,-,-
"합계",구로구,고척2동,3,-,-,1,-,-,1,-,-,-,1,-,-,-,-,-
"합계",구로구,개봉2동,3,-,-,2,1,-,-,-,-,-,-,-,-,-,-,-
