"합계",성동구,왕십리2동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",성동구,왕십리도선동,3,-,-,-,1,-,-,1,-,-,1,-,-,-,-
"합계",성동구,마장동,5,-,1,2,1,-,-,-,-,1,-,-,-,-,-
"합계",성동구,사근동,2,-,-,-,-,2,-,-,-,-,-,-,-,-,-
"합계",성동구,행당1동,4,-,1,-,1,1,-,1,-,-,-,-,-,-,-
"합계",성동구,행당2동,2,-,-,-,-,1,-,1,-,-,-,-,-,-,-
"합계",성동구,응봉동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",성동구,금호1가동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",성동구,금호2.3가동,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-
"합계",성동구,금호4가동,3,-,1,1,1,-,-,-,-,-,-,-,-,-,-
"합계",성동구,옥수동,2,-,-,-,1,-,-,1,-,-,-,-,-,-,-
"합계",성동구,성수1가1동,3,-,1,-,1,-,-,1,-,-,-,-,-,-,-
"합계",성동구,성수1가2동,4,-,-,-,1,1,-,-,-,1,-,1,-,-,-
"합계",성동구,성수2가1동,3,-,-,-,1,-,-,-,-,1,1,-,-,-,-
"합계",성동구,성수2가3동,15,-,2,1,2,2,-,1,1,3,2,-,1,-,-
"합계",성동구,송정동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",성동구,용답동,2,-,-,-,1,-,-,-,-,1,-,-,-,-,-
"합계",광진구,소계,41,-,7,2,12,7,-,7,1,3,1,-,-,-,1
"합계",광진구,화양동,5,-,-,-,1,2,-,1,-,-,-,-,-,-,1
"합계",광진구,군자동,3,-,1,-,2,-,-,-,-,-,-,-,-,-,-
"합계",광진구,중곡1동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",광진구,중곡2동,4,-,-,-,1,1,-,1,-,1,-,-,-,-,-
"합계",광진구,중곡3동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",광진구,중곡4동,2,-,1,-,-,-,-,1,-,-,-,-,-,-,-
"합계",광진구,능동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",광진구,광장동,7,-,2,-,1,1,-,2,-,1,-,-,-,-,-
"합계",광진구,자양1동,4,-,1,-,1,1,-,-,1,-,-,-,-,-,-
"합계",광진구,자양2동,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-
"합계",광진구,자양3동,5,-,-,1,2,1,-,1,-,-,-,-,-,-,-
"합계",광진구,자양4동,2,-,1,-,1,-,-,-,-,-,-,-,-,-,-
"합계",광진구,구의1동,3,-,-,-,-,-,-,1,-,1,1,-,-,-,-
"합계",광진구,구의2동,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-
"합계",광진구,구의3동,4,-,1,1,1,1,-,-,-,-,-,-,-,-,-
"합계",동대문구,소계,48,-,10,4,8,4,-,8,1,6,5,2,-,-,-
"합계",동대문구,용신동,8,-,1,1,-,-,-,1,1,2,1,1,-,-,-
"합계",동대문구,제기동,5,-,1,-,2,1,-,-,-,-,1,-,-,-,-
"합계",동대문구,전농1동,2,-,1,-,1,-,-,-,-,-,-,-,-,-,-
"합계",동대문구,전농2동,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-
"합계",동대문구,답십리1동,5,-,1,1,1,-,-,1,-,1,-,-,-,-,-
"합계",동대문구,답십리2동,2,-,-,-,-,1,-,1,-,-,-,-,-,-,-
"합계",동대문구,장안1동,9,-,1,1,1,2,-,1,-,1,1,1,-,-,-
"합계",동대문구,장안2동,2,-,1,-,1,-,-,-,-,-,-,-,-,-,-
"합계",동대문구,청량리동,4,-,-,1,-,-,-,1,-,1,1,-,-,-,-
"합계",동대문구,회기동,5,-,1,-,1,-,-,3,-,-,-,-,-,-,-
"합계",동대문구,휘경1동,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-
"합계",동대문구,휘경2동,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-
"합계",동대문구,이문1동,2,-,1,-,-,-,-,-,-,1,-,-,-,-,-
"합계",동대문구,이문2동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",중랑구,소계,26,-,6,1,6,4,-,3,-,2,2,2,-,-,-
"합계",중랑구,면목2동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",중랑구,면목4동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",중랑구,면목5동,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-
"합계",중랑구,면목본동,2,-,-,-,-,-,-,-,-,1,1,-,-,-,-
"합계",중랑구,면목7동,2,-,1,-,1,-,-,-,-,-,-,-,-,-,-
"합계",중랑구,면목3.8동,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-
"합계",중랑구,상봉1동,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-
"합계",중랑구,상봉2동,3,-,1,-,-,1,-,-,-,-,-,1,-,-,-
"합계",중랑구,중화1동,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-
"합계",중랑구,중화2동,2,-,-,-,1,-,-,-,-,-,1,-,-,-,-
"합계",중랑구,묵1동,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-
"합계",중랑구,묵2동,4,-,-,-,1,-,-,1,-,1,-,1,-,-,-
"합계",중랑구,망우본동,3,-,1,-,1,-,-,1,-,-,-,-,-,-,-
"합계",중랑구,망우3동,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-
"합계",중랑구,신내1동,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-
"합계",중랑구,신내2동,3,-,1,-,1,1,-,-,-,-,-,-,-,-,-
"합계",성북구,소계,46,-,10,3,9,5,-,8,-,5,5,1,-,-,-
"합계",성북구,성북동,2,-,-,-,-,-,-,1,-,-,-,1,-,-,-
"합계",성북구,삼선동,6,-,2,1,-,-,-,1,-,1,1,-,-,-,-
"합계",성북구,동선동,4,-,-,-,1,1,-,1,-,1,-,-,-,-,-
"합계",성북구,돈암1동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",성북구,돈암2동,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-
"합계",성북구,안암동,4,-,-,-,-,-,-,3,-,1,-,-,-,-,-
"합계",성북구,보문동,3,-,-,-,1,1,-,-,-,-,1,-,-,-,-
"합계",성북구,정릉1동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",성북구,정릉2동,2,-,-,-,1,-,-,1,-,-,-,-,-,-,-
"합계",성북구,정릉3동,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-
"합계",성북구,정릉4동,3,-,-,-,1,1,-,-,-,-,1,-,-,-,-
"합계",성북구,길음1동,4,-,1,-,1,1,-,-,-,-,1,-,-,-,-
"합계",성북구,길음2동,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-
"합계",성북구,종암동,2,-,-,-,1,-,-,-,-,1,-,-,-,-,-
"합계",성북구,월곡1동,3,-,1,1,-,-,-,1,-,-,-,-,-,-,-
"합계",성북구,월곡2동,3,-,1,-,1,-,-,-,-,-,1,-,-,-,-
"합계",성북구,장위1동,2,-,1,-,1,-,-,-,-,-,-,-,-,-,-
"합계",성북구,장위2동,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-
"합계",성북구,장위3동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",성북구,석관동,4,-,1,1,1,1,-,-,-,-,-,-,-,-,-
"합계",강북구,소계,22,-,2,1,5,4,-,3,-,2,3,2,-,-,-
"합계",강북구,삼양동,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-
"합계",강북구,미아동,3,-,1,-,-,1,-,-,-,-,-,1,-,-,-
"합계",강북구,송중동,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-
"합계",강북구,송천동,3,-,-,-,1,1,-,1,-,-,-,-,-,-,-
"합계",강북구,삼각산동,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-
"합계",강북구,번1동,3,-,-,-,1,1,-,1,-,-,-,-,-,-,-
"합계",강북구,번2동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",강북구,번3동,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-
"합계",강북구,수유1동,4,-,-,1,1,-,-,-,-,1,1,-,-,-,-
"합계",강북구,수유2동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",강북구,수유3동,5,-,1,-,1,1,-,-,-,-,1,1,-,-,-
"합계",강북구,우이동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",강북구,인수동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",도봉구,소계,20,-,4,-,5,3,-,3,-,1,3,1,-,-,-
"합계",도봉구,창1동,2,-,-,-,1,1,-,-,-,-,-,-,-,-,-
"합계",도봉구,창2동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",도봉구,창3동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",도봉구,창4동,3,-,1,-,1,-,-,-,-,-,1,-,-,-,-
"합계",도봉구,창5동,2,-,1,-,-,-,-,1,-,-,-,-,-,-,-
"합계",도봉구,도봉1동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",도봉구,도봉2동,2,-,-,-,-,1,-,-,-,-,1,-,-,-,-
"합계",도봉구,쌍문1동,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-
"합계",도봉구,쌍문2동,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-
"합계",도봉구,쌍문3동,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-
"합계",도봉구,쌍문4동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",도봉구,방학1동,6,-,2,-,1,1,-,-,-,1,1,-,-,-,-
"합계",도봉구,방학2동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",도봉구,방학3동,2,-,-,-,1,-,-,1,-,-,-,-,-,-,-
"합계",노원구,소계,48,-,8,1,9,8,1,7,-,6,6,1,1,-,-
"합계",노원구,월계1동,2,-,-,-,1,-,-,1,-,-,-,-,-,-,-
"합계",노원구,월계2동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",노원구,월계3동,2,-,-,-,-,1,-,1,-,-,-,-,-,-,-
"합계",노원구,공릉1동,5,-,-,-,1,1,-,-,-,1,1,1,-,-,-
"합계",노원구,공릉2동,5,-,2,-,-,-,-,1,-,1,1,-,-,-,-
"합계",노원구,하계1동,2,-,-,-,-,1,-,1,-,-,-,-,-,-,-
"합계",노원구,하계2동,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-
"합계",노원구,중계본동,2,-,-,-,-,1,-,-,-,1,-,-,-,-,-
"합계",노원구,중계1동,3,-,1,-,1,-,-,1,-,-,-,-,-,-,-
"합계",노원구,중계4동,3,-,1,-,1,-,-,-,-,1,-,-,-,-,-
"합계",노원구,중계2.3동,2,-,1,-,1,-,-,-,-,-,-,-,-,-,-
"합계",노원구,상계1동,2,-,-,-,1,1,-,-,-,-,-,-,-,-,-
"합계",노원구,상계2동,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-
"합계",노원구,상계3.4동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",노원구,상계5동,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-
"합계",노원구,상계6.7동,10,-,2,-,2,1,1,1,-,-,2,-,1,-,-
"합계",노원구,상계8동,3,-,1,-,-,-,-,-,-,1,1,-,-,-,-
"합계",노원구,상계9동,4,-,-,1,1,1,-,1,-,-,-,-,-,-,-
"합계",노원구,상계10동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",은평구,소계,36,-,8,2,7,6,-,4,-,3,4,2,-,-,-
"합계",은평구,녹번동,4,-,1,1,-,1,-,-,-,-,-,1,-,-,-
"합계",은평구,불광1동,4,-,-,-,1,1,-,1,-,-,1,-,-,-,-
"합계",은평구,불광2동,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-
"합계",은평구,갈현1동,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-
"합계",은평구,갈현2동,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-
"합계",은평구,구산동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",은평구,대조동,5,-,2,1,-,1,-,-,-,1,-,-,-,-,-
"합계",은평구,응암1동,5,-,1,-,1,1,-,-,-,1,1,-,-,-,-
"합계",은평구,응암2동,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-
"합계",은평구,응암3동,3,-,1,-,1,-,-,-,-,-,-,1,-,-,-
"합계",은평구,역촌동,3,-,1,-,-,1,-,1,-,-,-,-,-,-,-
"합계",은평구,신사1동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",은평구,신사2동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",은평구,증산동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",은평구,수색동,2,-,-,-,1,-,-,-,-,1,-,-,-,-,-
"합계",은평구,진관동,6,-,2,-,1,1,-,1,-,-,1,-,-,-,-
"합계",서대문구,소계,42,-,10,2,8,6,-,7,-,4,5,-,-,-,-
"합계",서대문구,천연동,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-
"합계",서대문구,북아현동,2,-,1,-,-,-,-,-,-,1,-,-,-,-,-
"합계",서대문구,충현동,8,-,1,-,2,2,-,1,-,-,2,-,-,-,-
"합계",서대문구,신촌동,8,-,2,-,1,2,-,-,-,1,2,-,-,-,-
"합계",서대문구,연희동,6,-,2,1,1,-,-,1,-,1,-,-,-,-,-
"합계",서대문구,홍제1동,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-
"합계",서대문구,홍제3동,3,-,1,-,1,-,-,1,-,-,-,-,-,-,-
"합계",서대문구,홍제2동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",서대문구,홍은1동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",서대문구,홍은2동,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-
"합계",서대문구,남가좌1동,3,-,-,-,1,-,-,1,-,-,1,-,-,-,-
"합계",서대문구,남가좌2동,4,-,1,1,1,-,-,1,-,-,-,-,-,-,-
"합계",서대문구,북가좌1동,2,-,-,-,1,1,-,-,-,-,-,-,-,-,-
"합계",서대문구,북가좌2동,3,-,1,-,-,-,-,1,-,1,-,-,-,-,-
"합계",마포구,소계,75,-,14,3,11,14,-,13,3,8,4,4,1,-,-
"합계",마포구,아현동,7,-,1,-,2,1,-,1,-,1,1,-,-,-,-
"합계",마포구,공덕동,8,-,1,-,-,3,-,2,-,1,-,1,-,-,-
"합계",마포구,도화동,4,-,-,1,1,1,-,1,-,-,-,-,-,-,-
"합계",마포구,용강동,6,-,1,-,1,-,-,1,-,1,1,1,-,-,-
"합계",마포구,대흥동,4,-,2,-,-,1,-,1,-,-,-,-,-,-,-
"합계",마포구,염리동,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-
"합계",마포구,신수동,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-
"합계",마포구,서강동,3,-,1,-,-,1,-,-,-,1,-,-,-,-,-
"합계",마포구,서교동,21,-,3,1,3,3,-,3,3,1,2,1,1,-,-
"합계",마포구,합정동,4,-,1,1,-,2,-,-,-,-,-,-,-,-,-
"합계",마포구,망원1동,2,-,-,-,-,-,-,1,-,1,-,-,-,-,-
"합계",마포구,망원2동,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-
"합계",마포구,연남동,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-
"합계",마포구,성산1동,2,-,-,-,1,-,-,1,-,-,-,-,-,-,-
"합계",마포구,성산2동,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-
"합계",마포구,상암동,9,-,2,-,1,2,-,2,-,2,-,-,-,-,-
"합계",양천구,소계,51,-,5,5,12,9,-,9,-,5,5,1,-,-,-
"합계",양천구,목1동,10,-,1,-,2,3,-,2,-,1,1,-,-,-,-
"합계",양천구,목2동,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-
"합계",양천구,목3동,4,-,-,1,1,1,-,-,-,1,-,-,-,-,-
"합계",양천구,목4동,3,-,-,1,1,-,-,-,-,-,1,-,-,-,-
"합계",양천구,목5동,9,-,1,1,2,2,-,2,-,1,-,-,-,-,-
"합계",양천구,신월1동,3,-,-,-,1,-,-,1,-,-,1,-,-,-,-
"합계",양천구,신월2동,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-
"합계",양천구,신월3동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",양천구,신월4동,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-
"합계",양천구,신월5동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",양천구,신월6동,2,-,-,-,1,-,-,-,-,-,1,-,-,-,-
"합계",양천구,신월7동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",양천구,신정1동,3,-,-,1,-,1,-,1,-,-,-,-,-,-,-
"합계",양천구,신정2동,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-
"합계",양천구,신정3동,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-
"합계",양천구,신정4동,6,-,1,1,1,-,-,-,-,1,1,1,-,-,-
"합계",양천구,신정6동,4,-,1,-,1,1,-,-,-,1,-,-,-,-,-
"합계",양천구,신정7동,2,-,-,-,1,-,-,1,-,-,-,-,-,-,-
"합계",강서구,소계,61,-,11,2,12,12,-,4,3,7,6,3,1,-,-
"합계",강서구,염창동,3,-,2,-,1,-,-,-,-,-,-,-,-,-,-
"합계",강서구,등촌1동,6,-,-,-,1,2,-,-,-,2,1,-,-,-,-
"합계",강서구,등촌2동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",강서구,등촌3동,3,-,1,-,-,-,-,-,-,1,1,-,-,-,-
"합계",강서구,화곡1동,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-
"합계",강서구,화곡2동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",강서구,화곡3동,4,-,1,-,1,1,-,1,-,-,-,-,-,-,-
"합계",강서구,화곡4동,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-
"합계",강서구,화곡본동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",강서구,화곡6동,4,-,2,-,1,-,-,1,-,-,-,-,-,-,-
"합계",강서구,화곡8동,2,-,-,-,2,-,-,-,-,-,-,-,-,-,-
"합계",강서구,가양1동,12,-,2,-,3,2,-,1,1,1,2,-,-,-,-
"합계",강서구,가양2동,2,-,1,-,-,-,-,-,-,-,1,-,-,-,-
"합계",강서구,가양3동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",강서구,발산1동,10,-,1,2,1,2,-,-,1,-,-,2,1,-,-
"합계",강서구,우장산동,3,-,-,-,1,-,-,-,-,1,-,1,-,-,-
"합계",강서구,공항동,5,-,-,-,-,4,-,-,-,-,1,-,-,-,-
"합계",강서구,방화1동,3,-,-,-,1,-,-,1,-,1,-,-,-,-,-
"합계",강서구,방화2동,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-
"합계",강서구,방화3동,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-
"합계",구로구,소계,54,-,9,2,11,7,-,8,1,14,2,-,-,-,-
"합계",구로구,신도림동,2,-,1,-,1,-,-,-,-,-,-,-,-,-,-
"합계",구로구,구로1동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",구로구,구로2동,11,-,3,-,1,3,-,2,-,2,-,-,-,-,-
"합계",구로구,구로3동,16,-,2,1,3,1,-,2,1,5,1,-,-,-,-
"합계",구로구,구로4동,3,-,-,-,-,-,-,-,-,2,1,-,-,-,-
"합계",구로구,구로5동,4,-,-,-,2,1,-,1,-,-,-,-,-,-,-
"합계",구로구,가리봉동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",구로구,고척1동,4,-,-,-,2,-,-,1,-,1,-,-,-,-,-
"합계",구로구,고척2동,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-
"합계",구로구,개봉1동,2,-,1,-,-,1,-,-,-,-,-,-,-,-,-
"합계",구로구,개봉2동,3,-,1,-,-,-,-,1,-,1,-,-,-,-,-
"합계",구로구,개봉3동,2,-,-,1,1,-,-,-,-,-,-,-,-,-,-
"합계",구로구,오류1동,4,-,-,-,1,1,-,1,-,1,-,-,-,-,-
"합계",구로구,오류2동,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-
"합계",구로구,수궁동,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-
"합계",구로구,항동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",금천구,소계,45,-,7,1,8,5,-,4,-,13,3,2,2,-,-
"합계",금천구,가산동,24,-,4,-,5,3,-,1,-,8,1,1,1,-,-
"합계",금천구,독산1동,5,-,-,-,1,-,-,1,-,1,1,1,-,-,-
"합계",금천구,독산2동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",금천구,독산3동,4,-,1,-,1,1,-,-,-,-,-,-,1,-,-
"합계",금천구,독산4동,2,-,-,1,-,-,-,-,-,1,-,-,-,-,-
"합계",금천구,시흥1동,7,-,2,-,1,1,-,1,-,1,1,-,-,-,-
"합계",금천구,시흥2동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",금천구,시흥3동,2,-,-,-,-,-,-,-,-,2,-,-,-,-,-
"합계",금천구,시흥4동,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-
"합계",금천구,시흥5동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",영등포구,소계,116,-,17,3,19,21,1,12,6,14,11,5,2,1,4
"합계",영등포구,영등포본동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",영등포구,영등포동,13,-,2,1,2,2,-,1,-,2,2,1,-,-,-
"합계",영등포구,여의동,64,-,7,2,7,14,1,7,6,5,8,2,2,1,2
"합계",영등포구,당산1동,4,-,2,-,1,1,-,-,-,-,-,-,-,-,-
"합계",영등포구,당산2동,4,-,-,-,1,1,-,1,-,-,-,1,-,-,-
"합계",영등포구,도림동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",영등포구,문래동,7,-,1,-,1,1,-,1,-,3,-,-,-,-,-
"합계",영등포구,양평1동,3,-,1,-,1,-,-,-,-,1,-,-,-,-,-
"합계",영등포구,양평2동,4,-,1,-,1,1,-,-,-,1,-,-,-,-,-
"합계",영등포구,신길1동,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-
